gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Category,TotalPaid,has_streaming,has_protection
1,0,0,0,0.736111111111111,0,0,0,1,1,0,0,0,1,0,1,0,0.27910447761194024,0.2917205169628433,0,1,0.2870058479532163,1,1
1,0,1,0,0.9722222222222222,1,1,1,1,1,1,0,1,0,2,1,1,0.8069651741293532,0.7991807062081698,0,2,0.8133918128654971,1,1
0,1,1,1,0.19444444444444442,1,1,1,0,0,0,0,1,1,0,1,2,0.771641791044776,0.1531848603738749,0,2,0.1568654970760234,1,0
1,0,1,1,0.3055555555555555,1,0,0,1,0,1,1,1,0,1,1,0,0.49004975124378103,0.17600392337872145,1,1,0.1736842105263158,1,1
0,0,1,0,0.1388888888888889,1,1,1,1,0,0,0,0,0,0,1,1,0.5960199004975125,0.08612393261020079,0,2,0.09140350877192983,0,1
0,0,1,1,0.40277777777777773,1,1,2,0,0,0,0,0,0,2,0,3,0.07810945273631842,0.07774636510500808,0,0,0.0885263157894737,0,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5109452736318407,0.005861989383798754,1,1,0.008140350877192983,0,0
1,0,1,0,0.6805555555555555,1,1,0,1,0,1,1,1,1,1,0,2,0.6577114427860695,0.46625317332102467,1,2,0.4834093567251462,1,1
0,1,1,0,0.9444444444444444,1,1,1,0,1,0,0,1,1,0,1,2,0.8154228855721393,0.7884664204938842,1,2,0.7969122807017545,1,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,0,0,0,2,0.5950248756218905,0.006837064389568427,1,2,0.009128654970760234,1,0
0,0,0,0,0.41666666666666663,0,0,0,0,0,0,1,0,1,1,1,1,0.2199004975124378,0.13480844680360027,0,1,0.14157894736842105,1,1
0,0,1,0,1.0,1,1,0,1,1,1,1,1,0,2,0,1,0.6064676616915423,0.6211747057465958,0,2,0.6669473684210527,1,1
0,0,0,0,0.1388888888888889,1,0,2,0,0,0,0,0,0,0,1,3,0.026368159203980085,0.026332794830371566,0,0,0.024444444444444446,0,0
1,0,0,0,0.09722222222222221,1,1,1,0,0,0,0,0,0,0,0,2,0.5507462686567164,0.05783521809369952,1,2,0.06025730994152046,0,0
0,0,0,0,0.125,1,1,1,0,0,0,0,0,0,0,1,2,0.5621890547263682,0.0793676436648973,1,2,0.07868421052631579,0,0
0,0,0,1,0.013888888888888888,1,0,0,1,0,0,0,0,0,0,0,3,0.31492537313432833,0.0035887375951996307,0,1,0.0058362573099415204,0,1
0,0,0,0,0.2777777777777778,1,1,0,0,1,0,1,0,1,0,1,1,0.5039800995024876,0.15596007385183475,0,1,0.16116959064327485,1,1
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.019900497512437804,0.00016732056312024,0,0,0.002368421052631579,0,0
0,0,0,0,0.40277777777777773,1,1,1,0,0,0,0,0,0,0,1,1,0.5746268656716418,0.2534560350796215,0,2,0.2577777777777778,0,0
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,1,0,0,0,0,2,0.554726368159204,0.006369720747749827,0,2,0.008654970760233919,0,1
1,0,0,0,0.041666666666666664,1,0,1,1,0,0,1,0,0,0,1,3,0.6373134328358209,0.022570966997461344,0,2,0.02887719298245614,0,1
0,0,0,0,0.2777777777777778,1,0,1,1,0,1,0,1,0,0,1,0,0.7079601990049752,0.21374913454881148,0,2,0.20912280701754388,1,1
1,0,0,1,0.8888888888888888,1,0,1,0,1,0,1,1,1,0,1,1,0.8049751243781095,0.7099469189937687,0,2,0.7421754385964913,1,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.019402985074626844,0.0001615508885298867,1,0,0.0023625730994152046,0,0
0,0,0,0,0.08333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0.11144278606965174,0.016460881606277403,0,0,0.020666666666666667,0,1
1,0,1,0,0.6944444444444444,1,0,2,0,0,0,0,0,0,2,0,2,0.015422885572139305,0.11474728825294254,0,0,0.11578947368421053,0,0
1,0,0,0,0.08333333333333333,1,0,0,1,0,0,0,0,1,0,1,0,0.4069651741293532,0.036683591045465036,0,1,0.04150877192982456,1,1
1,0,1,1,0.09722222222222221,1,0,0,0,0,0,0,0,0,0,0,2,0.26368159203980096,0.036331640895453494,0,1,0.036637426900584795,0,0
1,0,1,1,1.0,1,1,1,0,0,1,0,0,1,2,1,1,0.7218905472636815,0.7492499423032541,0,2,0.7646315789473684,1,1
1,0,1,0,0.1111111111111111,1,0,0,0,1,0,0,0,0,0,1,0,0.3114427860696517,0.04323217170551581,0,1,0.0463625730994152,0,1
0,0,1,1,0.9305555555555555,1,1,1,1,0,0,1,1,1,2,0,1,0.8800995024875623,0.8066812831756289,0,2,0.8361286549707604,1,1
0,1,1,0,0.3333333333333333,1,1,1,0,0,0,0,1,1,0,1,2,0.7492537313432835,0.25908723747980617,1,2,0.26259649122807016,1,0
0,0,1,0,1.0,1,1,1,1,1,0,0,0,1,2,1,1,0.7582089552238807,0.7965497345949688,0,2,0.7953684210526317,1,1
1,0,1,1,0.4583333333333333,1,0,2,0,0,0,0,0,0,1,1,0,0.011940298507462671,0.06709554581121625,0,0,0.0750701754385965,0,0
1,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,1,2,0.06766169154228854,0.004333025617355182,1,0,0.005859649122807018,0,0
1,0,1,0,0.9722222222222222,1,0,0,1,1,0,1,0,1,2,0,3,0.49452736318407964,0.5360431571659358,0,1,0.5563157894736842,1,1
0,0,0,0,0.3055555555555555,1,0,0,0,1,1,0,1,0,1,0,0,0.46766169154228854,0.16420493884144935,0,1,0.16789473684210526,1,1
0,0,0,0,0.8194444444444444,1,1,1,1,1,1,0,0,1,0,1,0,0.8079601990049752,0.6467689822294023,0,2,0.6862631578947369,1,1
1,0,0,0,0.5,1,0,2,0,0,0,0,0,0,1,1,1,0.020895522388059695,0.0781271636279714,0,0,0.0856842105263158,0,0
0,0,1,1,0.7083333333333333,1,0,2,0,0,0,0,0,0,2,0,3,0.01691542288557213,0.11654165705054235,0,0,0.119,0,0
1,0,1,0,0.736111111111111,1,1,0,1,0,1,1,1,0,1,0,0,0.5885572139303483,0.4774001846295869,0,2,0.47978947368421065,1,1
0,0,1,1,0.2777777777777778,1,0,2,0,0,0,0,0,0,1,0,0,0.014427860696517386,0.043480267712901,0,0,0.046081871345029245,0,0
1,0,1,0,0.875,1,0,1,1,0,1,0,1,1,2,0,1,0.8104477611940298,0.728317562889453,0,2,0.7346315789473685,1,1
0,0,0,0,0.5555555555555556,1,0,1,0,1,0,0,0,0,0,0,1,0.5626865671641791,0.34074544195707357,0,2,0.3499415204678363,0,1
1,0,0,0,0.4861111111111111,1,0,2,0,0,0,0,0,0,1,1,3,0.008955223880596996,0.07145165012693284,0,0,0.07839181286549708,0,0
1,0,1,1,0.3611111111111111,1,0,1,0,0,0,0,0,1,1,0,0,0.6039800995024875,0.2325698130625433,0,2,0.24008187134502929,1,0
1,1,1,0,0.375,1,1,1,0,1,1,0,0,1,0,1,2,0.7691542288557214,0.28749134548811445,1,2,0.30173684210526314,1,1
1,0,0,1,0.736111111111111,1,0,0,1,1,0,1,0,0,1,0,1,0.44378109452736314,0.392418647588276,0,1,0.3895964912280702,0,1
1,1,1,0,0.4722222222222222,1,0,1,0,0,0,0,0,0,0,0,1,0.5303482587064676,0.27793099469189936,0,2,0.2845263157894737,0,0
0,1,1,0,0.2638888888888889,1,1,1,0,0,0,0,1,1,0,1,2,0.7631840796019901,0.2009519963074083,0,2,0.211,1,0
1,0,1,0,0.5972222222222222,1,0,1,1,1,1,0,0,0,0,1,1,0.6751243781094527,0.4076678975305793,0,2,0.43301754385964913,0,1
1,0,1,1,0.08333333333333333,1,0,2,0,0,0,0,0,0,0,0,3,0.012935323383084563,0.012012462497115163,0,0,0.013719298245614037,0,0
1,0,0,1,0.7777777777777777,1,1,2,0,0,0,0,0,0,2,1,3,0.06517412935323383,0.16217401338564508,0,0,0.1624327485380117,0,0
1,0,0,0,0.7916666666666666,0,0,0,0,1,0,0,1,0,0,1,2,0.20945273631840794,0.24147819063004847,1,1,0.262,1,1
1,0,1,1,0.4722222222222222,1,0,1,0,0,1,0,1,0,0,1,3,0.6547263681592039,0.3336198938379875,0,2,0.33423391812865494,1,1
0,0,0,0,0.1388888888888889,0,0,0,0,1,0,1,0,0,0,0,2,0.17910447761194026,0.040987768289868456,0,1,0.042397660818713455,0,1
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.019900497512437804,0.00016732056312024,1,0,0.002368421052631579,0,0
0,0,0,0,0.18055555555555555,0,0,0,0,0,0,0,0,0,0,1,2,0.056218905472636804,0.032540964689591514,1,0,0.036339181286549706,0,0
1,0,0,0,0.7777777777777777,1,1,1,0,1,0,0,1,1,0,0,2,0.799502487562189,0.6418474498038311,0,2,0.6458011695906433,1,1
0,0,1,0,0.7638888888888888,1,1,1,0,1,1,0,1,1,0,1,1,0.8497512437810945,0.6528790676205861,0,2,0.6667543859649123,1,1
0,0,1,1,0.5,1,1,0,1,1,1,1,1,1,2,1,1,0.7427860696517413,0.3877740595430418,0,2,0.39115789473684215,1,1
1,0,1,0,0.6527777777777778,1,0,2,0,0,0,0,0,0,1,0,0,0.01641791044776117,0.10664089545349643,0,0,0.10939181286549708,0,0
0,0,1,1,0.16666666666666666,1,0,2,0,0,0,0,0,0,0,1,1,0.01840796019900498,0.02464804984998846,0,0,0.028210526315789478,0,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,1,0,1,0,0,1,2,0.6686567164179105,0.007690976228940689,1,2,0.009994152046783627,1,1
1,1,0,0,0.3333333333333333,1,1,1,0,1,0,0,0,0,0,1,2,0.6194029850746269,0.23882414031848603,0,2,0.22596491228070176,0,1
0,0,0,0,0.875,1,1,1,0,1,0,0,1,1,1,0,0,0.8124378109452737,0.7060004615739672,1,2,0.7361052631578948,1,1
0,1,0,0,0.4861111111111111,0,0,0,0,0,1,0,1,0,0,1,2,0.21492537313432836,0.1633741057004385,0,1,0.16312865497076023,1,1
0,0,0,0,0.9305555555555555,1,0,0,1,1,0,1,0,0,1,0,1,0.4203980099502488,0.44440341564735747,0,1,0.474093567251462,0,1
1,0,0,0,0.3472222222222222,1,1,1,0,0,0,0,0,1,0,1,2,0.6621890547263681,0.23363143318716825,1,2,0.247953216374269,1,0
1,0,0,0,0.29166666666666663,1,1,1,1,0,1,0,1,1,0,0,3,0.8517412935323382,0.25342718670666975,0,2,0.2550701754385965,1,1
0,0,0,0,0.18055555555555555,1,0,0,1,1,0,1,0,1,0,0,0,0.49303482587064673,0.09502077082852528,0,1,0.10308771929824562,1,1
1,0,1,0,0.4861111111111111,1,1,1,0,0,0,0,0,0,0,1,2,0.5666666666666667,0.29510731594738054,1,2,0.3078362573099415,0,0
1,1,1,0,0.986111111111111,1,1,2,0,0,0,0,0,0,2,0,0,0.06567164179104479,0.21719363027925226,0,0,0.20635672514619885,0,0
0,0,0,0,0.40277777777777773,1,0,2,0,0,0,0,0,0,0,0,1,0.010945273631840807,0.0672513270251558,0,0,0.06563157894736843,0,0
1,0,1,0,0.986111111111111,0,0,0,0,1,0,0,1,1,2,0,2,0.309452736318408,0.4034675744288022,1,1,0.4098070175438597,1,1
1,1,1,0,0.09722222222222221,1,0,1,0,0,0,0,1,1,0,1,2,0.7039800995024875,0.06769559196861298,0,2,0.0728654970760234,1,0
0,1,0,0,0.7916666666666666,0,0,0,0,1,1,0,1,1,0,1,2,0.3656716417910447,0.35486383567966767,0,1,0.3666666666666667,1,1
1,0,1,0,0.9027777777777777,1,1,0,1,0,1,1,0,1,2,0,0,0.5761194029850747,0.5666685898915301,0,2,0.5789181286549708,1,1
1,0,0,0,0.375,1,0,2,0,0,0,0,0,0,1,0,3,0.020398009950248763,0.06649549965381953,0,0,0.06410526315789475,0,0
1,0,0,0,0.08333333333333333,1,1,1,0,0,0,0,0,0,0,1,2,0.5636815920398011,0.052042464804985006,1,2,0.052561403508771934,0,0
0,1,0,0,1.0,1,1,1,1,1,1,1,1,1,2,1,1,0.9860696517412934,0.9713189476113547,0,2,0.9882105263157894,1,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.014925373134328346,0.0001096238172167089,0,0,0.002309941520467836,0,0
1,0,0,0,0.15277777777777776,1,0,0,0,0,0,0,0,0,0,0,1,0.2681592039800995,0.05460420032310178,0,1,0.05815204678362574,0,0
1,0,1,1,0.5416666666666666,1,1,2,0,0,0,0,0,0,2,0,3,0.06915422885572137,0.11183360258481423,0,0,0.11494736842105263,0,0
0,1,0,0,0.8194444444444444,1,1,1,1,1,1,0,0,0,0,1,2,0.7114427860696517,0.6321370874682668,0,2,0.619327485380117,0,1
1,0,0,0,0.3611111111111111,1,0,0,1,0,0,1,1,1,1,0,0,0.5646766169154228,0.21804177244403417,0,2,0.2280701754385965,1,1
1,1,0,0,0.027777777777777776,1,0,0,0,0,1,0,0,0,0,0,3,0.3154228855721393,0.010189245326563581,0,1,0.01168421052631579,0,1
0,0,1,1,1.0,0,0,0,1,1,1,1,1,1,2,0,0,0.47213930348258704,0.5257962150934687,0,1,0.5532631578947369,1,1
1,0,1,0,0.9027777777777777,1,1,0,1,1,1,0,0,0,1,0,1,0.48557213930348253,0.4951246249711517,0,1,0.5097368421052632,0,1
1,0,1,1,1.0,1,1,1,0,1,1,1,1,1,2,0,1,0.9218905472636817,0.9120643895684284,0,2,0.9338947368421053,1,1
1,0,0,0,0.08333333333333333,1,1,1,0,0,0,1,0,1,0,1,0,0.6935323383084577,0.05810639279944612,0,2,0.06171929824561404,1,1
1,1,0,0,0.4444444444444444,1,0,2,0,0,0,0,0,0,1,0,1,0.015422885572139305,0.06564735748903763,0,0,0.07410526315789474,0,0
0,0,1,0,0.6944444444444444,1,1,0,0,0,1,0,1,1,1,0,0,0.5716417910447761,0.44511885529656126,0,2,0.4426900584795322,1,1
1,0,1,0,0.8472222222222222,0,0,0,1,0,1,1,1,1,2,1,3,0.43681592039800987,0.4338852988691438,0,1,0.44340935672514625,1,1
0,0,0,0,0.20833333333333331,1,0,1,0,1,1,0,1,1,0,1,2,0.8258706467661691,0.16598776828986847,1,2,0.17763157894736842,1,1
1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,2,0,0,0.9641791044776119,0.9613027925225018,0,2,0.9696842105263159,1,1
1,0,0,0,0.125,1,0,2,0,0,0,0,0,0,0,1,3,0.006965174129353213,0.019247634433417954,1,0,0.01994736842105263,0,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.01243781094527363,8.077544426494335e-05,0,0,0.002280701754385965,0,0
0,0,0,0,0.16666666666666666,1,1,1,0,0,0,0,0,1,0,1,2,0.6796019900497512,0.12094391876298179,0,2,0.12147368421052632,1,0
0,0,0,0,0.5138888888888888,0,0,0,0,0,0,1,0,0,0,0,1,0.10298507462686568,0.11017193630279253,1,0,0.12376608187134504,0,1
1,0,1,1,0.8472222222222222,1,0,2,0,0,0,0,0,0,1,0,3,0.021393034825870627,0.13935495038079854,0,0,0.1455438596491228,0,0
1,0,1,1,0.25,1,0,2,0,0,0,0,0,0,1,0,0,0.015422885572139305,0.03732979459958459,0,0,0.041684210526315796,0,0
1,0,0,1,0.29166666666666663,1,0,0,0,0,0,0,0,0,0,0,3,0.27263681592039796,0.11149896145857374,0,1,0.11212280701754386,0,0
1,0,1,1,0.9444444444444444,0,0,0,1,1,1,1,0,1,2,1,3,0.37960199004975126,0.4534560350796215,0,1,0.44856140350877194,1,1
1,1,0,0,0.16666666666666666,1,1,1,0,0,0,0,0,0,0,1,1,0.5477611940298507,0.093382183244865,0,2,0.10287719298245614,0,0
0,1,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,2,0.06069651741293533,0.002659819986152781,1,0,0.005695906432748539,0,0
0,0,1,0,0.861111111111111,1,1,1,0,0,1,0,1,1,0,1,2,0.8268656716417909,0.7091968612970229,0,2,0.7349356725146199,1,1
0,1,0,0,0.40277777777777773,1,1,1,0,0,0,1,1,1,0,0,2,0.8,0.3281733210246942,1,2,0.3346023391812866,1,1
1,0,0,1,0.013888888888888888,0,0,0,0,1,0,1,0,0,0,0,3,0.1527363184079602,0.0017078236787445187,0,1,0.003929824561403509,0,1
1,1,1,0,0.06944444444444445,1,1,1,0,0,1,0,0,0,0,1,0,0.6134328358208956,0.03752019386106624,1,2,0.04672514619883041,0,1
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,2,0.024378109452736302,0.0002192476344334178,0,0,0.0024210526315789475,0,0
1,0,0,1,0.861111111111111,1,1,1,0,0,1,1,1,1,2,1,2,0.8537313432835821,0.7583314101084699,0,2,0.7545146198830409,1,1
0,0,1,1,0.5,1,0,2,0,0,0,0,0,0,2,0,0,0.019900497512437804,0.08067735979690746,0,0,0.08526315789473685,0,0
0,1,0,0,0.38888888888888884,1,1,1,0,0,1,1,1,1,0,1,2,0.8462686567164178,0.3313927994461112,1,2,0.33829239766081876,1,1
0,0,1,1,0.9583333333333333,1,1,0,1,1,0,1,1,0,1,0,1,0.5517412935323384,0.5616258942995616,0,2,0.5947719298245614,1,1
0,0,1,0,0.15277777777777776,1,1,1,1,0,0,1,1,0,0,1,1,0.7756218905472637,0.13884721901684746,1,2,0.12376608187134504,1,1
0,0,1,0,0.875,1,1,1,0,1,1,1,1,1,0,1,2,0.9004975124378108,0.7907800600046158,0,2,0.8013157894736842,1,1
1,0,0,0,0.3194444444444444,1,0,2,0,0,0,0,0,0,1,0,0,0.018905472636815884,0.04463420263097162,0,0,0.0542046783625731,0,0
1,0,0,0,0.1388888888888889,1,0,2,0,0,0,0,0,0,0,0,1,0.014925373134328346,0.021861297022847913,0,0,0.023099415204678363,0,0
0,0,1,0,0.986111111111111,1,1,2,0,0,0,0,0,0,2,1,1,0.07661691542288557,0.20575813524117242,0,0,0.21549122807017546,0,0
0,1,0,0,0.625,1,1,0,1,0,0,1,0,1,0,1,2,0.5154228855721392,0.3512174013385645,0,2,0.3686842105263158,1,1
0,0,1,1,0.9722222222222222,1,1,2,0,0,0,0,0,0,2,0,3,0.057711442786069655,0.20147126702054005,0,0,0.19690058479532166,0,0
0,0,0,1,0.3055555555555555,1,1,1,0,0,0,0,0,1,0,1,2,0.6616915422885572,0.20747172859450727,0,2,0.2180701754385965,1,0
0,0,1,1,0.7222222222222222,1,1,2,0,0,0,0,0,0,2,0,3,0.04776119402985074,0.14266097392107085,0,0,0.140187134502924,0,0
1,0,1,0,0.7638888888888888,1,1,1,0,0,1,1,1,1,1,1,2,0.854726368159204,0.6605411954765752,1,2,0.6699707602339181,1,1
0,0,0,0,0.9027777777777777,0,0,0,1,0,1,1,1,1,2,0,1,0.4149253731343284,0.4503000230786983,0,1,0.4557602339181287,1,1
0,0,1,1,1.0,1,0,2,0,0,0,0,0,0,2,0,0,0.012935323383084563,0.16670320793907226,0,0,0.16463157894736843,0,0
1,0,1,0,0.1388888888888889,1,0,2,0,0,0,0,0,0,1,0,0,0.013432835820895522,0.01969189937687514,0,0,0.022923976608187135,0,0
0,0,0,1,0.09722222222222221,1,0,2,0,0,0,0,0,0,1,0,3,0.01791044776119402,0.009000692360950843,0,0,0.016415204678362574,0,0
1,1,0,0,0.06944444444444445,1,0,1,0,1,0,0,0,1,0,1,2,0.6696517412935323,0.0449688437572121,0,2,0.050029239766081875,1,1
0,0,1,1,0.3333333333333333,1,1,0,1,0,1,0,1,1,2,0,1,0.6004975124378109,0.21092199399953845,0,2,0.2206315789473684,1,1
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,2,1,1,0.980597014925373,0.9736845141933995,0,2,0.9835789473684211,1,1
1,0,0,0,0.29166666666666663,0,0,0,1,0,0,1,1,0,0,1,3,0.25174129353233826,0.11455111931687054,0,1,0.10696491228070175,1,1
1,0,1,0,0.9583333333333333,0,0,0,0,1,1,1,1,1,1,1,1,0.4233830845771144,0.4897992153242557,0,1,0.49066666666666664,1,1
1,0,1,1,0.611111111111111,1,0,0,0,1,0,1,0,0,0,1,0,0.36467661691542286,0.29198015231940916,0,1,0.2825263157894737,0,1
0,1,1,1,0.8472222222222222,1,1,0,0,0,1,0,1,0,1,1,2,0.4671641791044776,0.45537156704361875,0,1,0.4651695906432749,1,1
1,1,0,0,0.3333333333333333,1,1,1,0,1,1,0,1,1,0,1,1,0.8427860696517412,0.28593353334871907,1,2,0.2889824561403509,1,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,1,0,0,2,0.7199004975124377,0.008285252711747057,1,2,0.010596491228070175,1,0
0,0,0,0,0.08333333333333333,1,0,0,0,0,0,1,0,0,0,1,0,0.32388059701492533,0.031069697669051464,1,1,0.03564912280701754,0,1
1,0,0,0,0.05555555555555555,1,1,1,0,1,0,0,0,1,0,1,2,0.7144278606965173,0.04030694668820679,1,2,0.04212865497076024,1,1
1,0,1,0,1.0,1,1,1,0,1,1,1,1,1,2,1,2,0.8950248756218905,0.9025848142164783,0,2,0.9111578947368422,1,1
1,0,0,0,1.0,1,1,0,1,1,1,1,1,1,2,0,0,0.7338308457711442,0.7632067851373182,0,2,0.7747368421052632,1,1
1,1,1,0,0.19444444444444442,1,1,1,0,0,0,0,0,0,0,1,2,0.5656716417910447,0.1147645972767136,0,2,0.12297076023391812,0,0
1,0,0,0,0.09722222222222221,1,1,2,0,0,0,0,0,0,0,1,0,0.06766169154228854,0.015480036925917377,0,0,0.020508771929824563,0,0
0,0,0,0,0.6666666666666666,1,0,1,0,1,0,0,0,0,1,0,2,0.5661691542288557,0.43316985921994,0,2,0.4218947368421053,0,1
1,0,1,1,0.7638888888888888,1,0,2,0,0,0,0,0,0,1,0,3,0.01243781094527363,0.1162647126702054,0,0,0.12543859649122807,0,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,1,0.010447761194029848,5.769674590353109e-05,0,0,0.002257309941520468,0,0
1,0,0,0,0.625,1,0,1,1,1,1,1,1,1,1,0,1,0.9348258706467661,0.5784733441033926,0,2,0.5905263157894737,1,1
1,0,0,0,0.041666666666666664,1,0,1,0,0,0,0,0,0,0,1,3,0.517910447761194,0.023263327948303717,0,2,0.024666666666666667,0,0
0,0,1,0,0.986111111111111,1,0,2,0,0,0,0,0,0,2,0,3,0.013432835820895522,0.16128548349873068,0,0,0.1627602339181287,0,0
1,0,1,0,0.1111111111111111,1,0,2,0,0,0,0,0,0,0,0,3,0.019900497512437804,0.016103161781675514,0,0,0.018947368421052633,0,0
0,0,1,0,0.041666666666666664,1,1,1,0,0,0,0,0,0,0,1,2,0.5731343283582089,0.027440572351719365,1,2,0.0266140350877193,0,0
1,0,1,1,0.9583333333333333,1,0,0,1,1,0,1,1,1,2,0,0,0.6208955223880598,0.6374048003692592,0,2,0.6508596491228071,1,1
1,0,1,1,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5,0.005735056542810985,1,1,0.00801169590643275,0,0
0,1,1,0,1.0,1,1,1,1,1,1,1,1,1,2,1,1,0.9701492537313433,0.9721786291253174,0,2,0.9747368421052632,1,1
1,0,0,0,0.15277777777777776,1,0,1,1,0,0,0,0,0,0,1,2,0.5497512437810945,0.08919339949226865,1,2,0.09456140350877193,0,1
1,0,0,0,0.986111111111111,1,1,0,1,1,1,1,0,1,2,0,0,0.6203980099502486,0.656519732287099,0,2,0.6693099415204679,1,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,3,0.5144278606965175,0.005902377105931225,1,1,0.008181286549707604,0,0
0,0,1,0,0.4583333333333333,0,0,0,1,0,1,1,1,1,2,0,0,0.41094527363184075,0.23049849988460652,0,1,0.22984210526315788,1,1
0,0,0,0,0.2222222222222222,1,0,2,0,0,0,0,0,0,1,0,3,0.007960199004975133,0.03552388645280406,0,0,0.03564912280701755,0,0
0,1,1,0,0.7777777777777777,1,1,1,1,1,1,1,0,0,1,0,2,0.7701492537313434,0.6292349411493192,0,2,0.6264795321637427,0,1
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,1,0.01691542288557213,0.00013270251557812116,0,0,0.0023333333333333335,0,0
1,0,0,0,0.06944444444444445,1,0,0,0,0,1,0,1,1,0,1,2,0.5154228855721392,0.03780290791599354,1,2,0.04096491228070175,1,1
1,0,1,1,0.7916666666666666,1,0,2,0,0,0,0,0,0,1,0,3,0.011442786069651711,0.12033233325640434,0,0,0.12933333333333333,0,0
1,0,1,1,0.7777777777777777,0,0,0,0,1,1,0,0,0,1,1,1,0.17761194029850746,0.22532887145165015,0,1,0.23644444444444446,0,1
1,0,0,0,0.1111111111111111,1,1,1,0,1,1,0,1,0,0,1,2,0.753731343283582,0.08710477729056082,1,2,0.087953216374269,1,1
0,0,1,1,0.3055555555555555,1,0,0,1,1,1,0,0,0,0,0,3,0.426865671641791,0.16192591737825987,1,1,0.1573450292397661,0,1
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.014925373134328346,0.0001096238172167089,0,0,0.002309941520467836,0,0
0,0,0,1,0.5555555555555556,1,0,0,1,0,0,1,1,0,0,1,1,0.45621890547263677,0.2817389799215324,0,1,0.29988304093567253,1,1
1,0,1,1,0.6388888888888888,1,0,2,0,0,0,0,0,0,2,0,1,0.014925373134328346,0.09666512808677591,0,0,0.10625730994152047,0,0
1,0,1,1,0.875,1,0,2,0,0,0,0,0,0,2,0,3,0.014427860696517386,0.1450553888760674,0,0,0.1451578947368421,0,0
1,0,1,1,0.9444444444444444,1,1,1,1,1,1,0,1,1,2,1,2,0.9149253731343284,0.8595315024232634,0,2,0.8764444444444445,1,1
1,0,1,1,0.9583333333333333,1,0,1,1,1,0,1,1,1,2,1,1,0.8766169154228854,0.8357892914839603,0,2,0.8582631578947368,1,1
0,0,1,0,0.7777777777777777,1,1,1,0,1,1,1,0,0,0,0,2,0.7194029850746269,0.5882529425340411,0,2,0.5930760233918129,0,1
0,0,1,1,0.1388888888888889,1,0,0,0,1,1,0,0,1,1,1,3,0.4741293532338309,0.07399607662127856,0,1,0.07707602339181287,1,1
1,0,0,0,0.875,1,1,1,1,1,1,1,1,0,1,0,1,0.8582089552238806,0.7583660281560121,0,2,0.77,1,1
0,0,1,1,0.3333333333333333,0,0,0,1,1,1,1,0,1,2,1,3,0.34079601990049746,0.1372432494807293,0,1,0.1473684210526316,1,1
0,0,0,0,0.2638888888888889,1,1,0,0,0,1,0,0,0,0,1,3,0.37661691542288556,0.11713593353334874,0,1,0.12466666666666668,0,1
1,0,1,1,0.3055555555555555,1,1,1,0,0,1,0,1,0,0,1,2,0.7014925373134329,0.21536464343411033,0,2,0.2283625730994152,1,1
1,0,1,0,0.40277777777777773,1,1,1,1,1,0,0,0,0,0,1,2,0.6587064676616915,0.28251788599123007,1,2,0.2864385964912281,0,1
1,0,1,0,0.18055555555555555,1,1,0,0,0,1,0,1,1,1,1,3,0.5676616915422885,0.11200669282252482,1,2,0.11449122807017544,1,1
0,0,1,0,0.9722222222222222,1,1,2,0,0,0,0,0,0,2,1,0,0.0771144278606965,0.2294195707362105,0,0,0.2128654970760234,0,0
0,0,1,0,0.6805555555555555,1,0,1,0,1,1,0,1,1,0,0,2,0.8074626865671642,0.5776828986845142,0,2,0.5696608187134503,1,1
0,1,1,0,0.5972222222222222,1,1,1,1,0,1,1,1,1,1,1,3,0.908457711442786,0.5552100161550888,1,2,0.550953216374269,1,1
